City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,waingapu,-9.6567,120.2641,28.670000000000016,53,0,4.89,ID,1690964685
331,dolisie,-4.1997,12.6739,21.400000000000034,74,100,1.13,CG,1690964685
332,magadan,59.5667,150.8,17.52000000000004,71,100,1.58,RU,1690964686
333,barcelos,41.5388,-8.6151,20.510000000000048,91,100,1.69,PT,1690964687
334,birao,10.2849,22.7882,26.680000000000007,68,75,2.4,CF,1690964688
335,port lincoln,-34.7333,135.8667,16.340000000000032,57,100,3.92,AU,1690964688
336,saudarkrokur,65.7461,-19.6394,9.390000000000043,88,100,1.84,IS,1690964689
337,plouzane,48.3833,-4.6167,17.100000000000023,82,75,12.35,FR,1690964689
338,pierre,44.3683,-100.351,23.510000000000048,88,0,3.6,US,1690964690
339,nadi,-17.8,177.4167,23.0,73,20,4.12,FJ,1690964691
340,taksimo,56.3444,114.8794,18.04000000000002,78,100,1.71,RU,1690964691
341,destin,30.3935,-86.4958,27.77000000000004,74,0,2.06,US,1690964692
342,prado,-17.3411,-39.2208,19.33000000000004,84,19,2.3,BR,1690964693
343,kokopo,-4.352,152.2633,25.970000000000027,78,100,6.71,PG,1690964693
344,bel ombre,-4.6167,55.4167,28.910000000000025,70,20,5.66,SC,1690964694
345,sorong,-0.8833,131.25,27.590000000000032,84,100,4.3,ID,1690964694
346,tindouf,27.6711,-8.1474,34.25,13,0,7.2,DZ,1690964695
347,shache,38.4167,77.2406,37.33000000000004,11,0,2.46,CN,1690964696
348,nairn,57.5809,-3.8797,15.650000000000034,89,75,2.57,GB,1690964696
349,chibougamau,49.9168,-74.3659,9.79000000000002,87,20,1.54,CA,1690964697
350,kokpekty,48.75,82.4,34.200000000000045,20,86,1.14,KZ,1690964698
351,cururupu,-1.8283,-44.8683,23.54000000000002,95,49,2.24,BR,1690964698
352,windhoek,-22.5594,17.0832,16.110000000000014,16,0,2.24,NA,1690964699
353,san pedro pochutla,15.7333,-96.4667,25.400000000000034,93,100,2.09,MX,1690964699
354,nar'yan-mar,67.6713,53.087,24.08000000000004,51,89,3.18,RU,1690964700
355,khovd,48.0056,91.6419,26.75,30,57,2.17,MN,1690964701
356,wynyard,-41.0,145.7167,10.990000000000009,89,100,4.36,AU,1690964701
357,san antonio de pale,-1.4014,5.6325,22.390000000000043,73,50,4.43,GQ,1690964702
358,clearfield,41.1253,-78.75,13.75,87,0,2.57,US,1690964703
359,sirte,31.2089,16.5887,29.07000000000005,59,0,2.61,LY,1690964704
360,kralendijk,12.15,-68.2667,27.99000000000001,89,20,4.12,BQ,1690964704
361,mahajanga,-15.7167,46.3167,31.010000000000048,30,20,5.14,MG,1690964705
362,balabac,7.9868,117.0645,30.02000000000004,69,88,5.19,PH,1690964706
363,tionk essil,12.7856,-16.5217,26.980000000000018,87,84,1.64,SN,1690964706
364,libreville,0.3925,9.4537,25.010000000000048,78,20,3.09,GA,1690964707
365,huilong,31.8111,121.655,29.140000000000043,82,1,5.52,CN,1690964708
366,maragogi,-9.0122,-35.2225,23.05000000000001,89,76,1.46,BR,1690964708
367,kolokani,13.5728,-8.0339,25.090000000000032,71,100,4.86,ML,1690964709
368,coyhaique,-45.5752,-72.0662,-1.7999999999999545,90,36,3.74,CL,1690964710
369,touros,-5.1989,-35.4608,23.32000000000005,90,84,4.82,BR,1690964710
370,los frentones,-26.4077,-61.4137,24.220000000000027,37,0,4.22,AR,1690964711
371,lazaro cardenas,17.9583,-102.2,26.900000000000034,85,100,0.26,MX,1690964712
372,sao felix do xingu,-6.6447,-51.995,22.110000000000014,63,50,0.56,BR,1690964713
373,tadine,-21.55,167.8833,20.5,65,99,9.8,NC,1690964713
374,kitui,-1.367,38.0106,21.010000000000048,60,100,5.5,KE,1690964714
375,aleksandrovsk-sakhalinskiy,50.8975,142.1561,17.57000000000005,74,47,2.41,RU,1690964714
376,hafnarfjordur,64.0671,-21.9377,13.340000000000032,82,75,0.0,IS,1690964476
377,patao,11.2202,123.6925,29.53000000000003,74,84,5.92,PH,1690964716
378,ban mo,14.6154,100.7273,26.410000000000025,89,100,4.91,TH,1690964717
379,la ronge,55.1001,-105.2842,13.140000000000043,94,40,1.03,CA,1690964469
380,ascension,30.2169,-90.9001,27.83000000000004,93,95,0.0,US,1690964718
381,tateyama,34.9833,139.8667,28.090000000000032,81,40,7.13,JP,1690964719
382,colonia,50.9333,6.95,19.120000000000005,84,75,6.69,DE,1690964660
383,ciudad lazaro cardenas,17.9583,-102.2,26.900000000000034,85,100,0.26,MX,1690964712
384,kenai,60.5544,-151.2583,14.050000000000011,93,0,3.09,US,1690964721
385,kerikeri,-35.2268,173.9474,8.840000000000032,85,14,1.34,NZ,1690964721
386,abadan,30.3392,48.3043,47.97000000000003,10,0,7.2,IR,1690964540
387,east ballina,-28.8667,153.5833,16.0,54,65,5.41,AU,1690964722
388,minas de marcona,-15.2119,-75.1103,12.79000000000002,87,12,2.24,PE,1690964723
389,hobyo,5.3505,48.5268,28.480000000000018,65,96,10.85,SO,1690964724
390,pacific grove,36.6177,-121.9166,14.890000000000043,93,100,2.06,US,1690964724
391,geraldton,-28.7667,114.6,16.230000000000018,88,75,8.75,AU,1690964725
392,vanimo,-2.6741,141.3028,27.55000000000001,82,91,2.49,PG,1690964726
393,saskatoon,52.1168,-106.6345,16.99000000000001,67,75,2.57,CA,1690964189
394,brush,40.2589,-103.6238,18.890000000000043,100,0,4.12,US,1690964727
395,ntui,4.45,11.6333,21.0,97,100,1.72,CM,1690964727
396,kapuskasing,49.4169,-82.4331,12.050000000000011,76,40,2.57,CA,1690964728
397,buena vista,43.4203,-83.8986,18.100000000000023,91,0,3.09,US,1690964729
398,salalah,17.0151,54.0924,27.05000000000001,89,100,4.63,OM,1690964730
399,bom jardim,-7.7958,-35.5872,19.140000000000043,97,56,0.97,BR,1690964730
400,sao raimundo das mangabeiras,-7.0219,-45.4811,21.110000000000014,54,25,1.48,BR,1690964731
401,chinde,26.8418,88.0763,24.680000000000007,73,100,3.34,NP,1690964732
402,oriximina,-1.7656,-55.8661,23.27000000000004,81,10,1.35,BR,1690964733
403,praia da vitoria,38.7333,-27.0667,23.75,88,20,2.92,PT,1690964734
404,winnipeg,49.8844,-97.147,18.99000000000001,87,0,4.12,CA,1690964686
405,ust'-barguzin,53.45,108.9833,14.53000000000003,95,100,2.36,RU,1690964735
406,ranchettes,41.2186,-104.7903,18.5,70,0,5.14,US,1690964736
407,trairi,-3.2778,-39.2689,23.30000000000001,91,32,3.83,BR,1690964727
408,yershov,51.3513,48.2766,29.02000000000004,32,99,1.15,RU,1690964737
409,queenstown,-31.8976,26.8753,11.830000000000041,37,8,2.17,ZA,1690964738
410,tepetzintla,21.1667,-97.8333,22.930000000000007,93,9,0.41,MX,1690964738
411,harstad,68.799,16.5293,19.660000000000025,71,6,7.15,NO,1690964739
412,n'dalatando,-9.2978,14.9116,24.340000000000032,50,28,1.51,AO,1690964740
413,polyarnyy,69.1989,33.4478,20.379999999999995,68,0,3.28,RU,1690964741
414,syktyvkar,61.6764,50.8099,23.850000000000023,69,40,1.0,RU,1690964741
415,lampasas,31.2168,-98.2336,30.450000000000045,55,21,5.04,US,1690964742
416,santa rosa,14.3122,121.1114,27.99000000000001,95,99,6.4,PH,1690964743
417,novyy urengoy,66.0833,76.6333,29.99000000000001,38,0,6.78,RU,1690964572
418,kuanda,56.3161,116.0806,17.560000000000002,82,100,1.13,RU,1690964744
419,ust'-kulom,61.6864,53.6902,25.25,50,97,2.3,RU,1690964745
420,esperantina,-3.9017,-42.2336,20.5,98,17,0.64,BR,1690964745
421,mejit,10.2753,170.8646,28.03000000000003,74,100,5.65,MH,1690964746
422,velikiy ustyug,60.7644,46.3106,20.640000000000043,83,100,1.56,RU,1690964747
423,bordj ghdir,35.9011,4.8981,28.510000000000048,34,0,1.58,DZ,1690964747
424,ishqoshim,36.7248,71.6133,23.58000000000004,29,16,3.27,TJ,1690964748
425,wenchang,30.904,118.4887,32.950000000000045,67,16,5.52,CN,1690964748
426,luang namtha,20.9497,101.4011,28.010000000000048,83,100,1.03,LA,1690964749
427,swan hill,-35.3378,143.5544,12.050000000000011,69,0,2.58,AU,1690964750
428,chifeng,42.2683,118.9636,33.920000000000016,48,54,9.16,CN,1690964696
429,lautoka,-17.6167,177.4667,22.920000000000016,73,20,4.12,FJ,1690964751
430,lewiston orchards,46.3804,-116.9754,24.950000000000045,28,0,1.54,US,1690964751
431,mili,6.0815,171.735,28.670000000000016,73,31,3.7,MH,1690964752
432,tralee,52.2704,-9.7026,15.140000000000043,100,100,3.09,IE,1690964753
433,sitka,57.0531,-135.33,13.939999999999998,94,100,1.54,US,1690964753
434,yar,58.249,52.1026,24.0,64,28,1.02,RU,1690964754
435,kisangani,0.5167,25.2,23.200000000000045,88,20,3.09,CD,1690964755
436,lorengau,-2.0226,147.2712,27.720000000000027,80,96,4.08,PG,1690964755
437,mandan,46.8267,-100.8896,18.99000000000001,94,75,7.2,US,1690964599
438,newman,37.3138,-121.0208,19.600000000000023,78,4,1.34,US,1690964756
439,koz'modem'yansk,56.3367,46.5711,25.99000000000001,46,49,1.58,RU,1690964757
440,ipilan,8.8431,117.9033,29.24000000000001,76,100,5.86,PH,1690964758
441,madang,-5.2246,145.7966,26.200000000000045,89,99,5.66,PG,1690964758
442,i-n-salah,27.1935,2.4607,40.170000000000016,12,53,7.12,DZ,1690964759
443,tual,-5.6667,132.75,26.400000000000034,86,78,7.99,ID,1690964760
444,guerrero negro,27.9769,-114.0611,21.840000000000032,78,100,4.04,MX,1690964760
445,vilyuysk,63.7553,121.6247,24.350000000000023,30,4,2.1,RU,1690964761
446,soe,-9.8607,124.284,24.79000000000002,41,26,4.0,ID,1690964761
447,tilcara,-23.5776,-65.3509,9.830000000000041,11,0,4.38,AR,1690964762
448,moose jaw,50.4001,-105.5344,16.140000000000043,82,0,1.03,CA,1690964745
449,gandajika,-6.75,23.95,28.52000000000004,21,6,4.64,CD,1690964763
450,mount pearl,47.5166,-52.7813,15.53000000000003,94,100,2.57,CA,1690964764
451,severnoye,56.3491,78.3619,27.610000000000014,43,74,2.58,RU,1690964765
452,jacmel,18.2342,-72.5347,27.910000000000025,83,29,0.49,HT,1690964765
453,igarka,67.4667,86.5833,28.670000000000016,46,0,4.5,RU,1690964657
454,val-d'or,48.1002,-77.7828,7.050000000000011,87,0,2.06,CA,1690964619
455,yanchep,-31.55,115.6833,15.53000000000003,90,100,6.61,AU,1690964767
456,akrehamn,59.2667,5.1833,18.140000000000043,68,75,4.63,NO,1690964768
457,at taj,24.2049,23.2857,34.960000000000036,16,0,4.97,LY,1690964768
458,camabatela,-8.1881,15.375,25.230000000000018,26,42,2.48,AO,1690964770
459,bodden town,19.2833,-81.25,28.850000000000023,95,79,4.16,KY,1690964772
460,shakhtersk,48.0625,38.5167,27.180000000000007,52,74,3.14,UA,1690964772
461,beihai,21.4833,109.1,30.08000000000004,75,100,5.11,CN,1690964774
462,saurimo,-9.6608,20.3916,25.650000000000034,23,20,4.92,AO,1690964774
463,qamdo,31.1667,97.2333,18.160000000000025,39,100,0.71,CN,1690964775
464,ambovombe,-25.1667,46.0833,20.960000000000036,59,44,6.7,MG,1690964776
465,nelson bay,-32.7167,152.15,17.220000000000027,80,12,5.36,AU,1690964776
466,saldanha,-33.0117,17.9442,14.03000000000003,48,6,3.92,ZA,1690964777
467,al bawiti,28.3492,28.8659,33.870000000000005,22,0,2.19,EG,1690964777
468,ustaritz,43.3965,-1.456,24.620000000000005,78,20,1.54,FR,1690964778
469,knyaze-volkonskoye,48.4642,135.4567,25.189999999999998,79,100,2.71,RU,1690964779
470,remire-montjoly,4.9167,-52.2667,23.02000000000004,94,75,0.0,GF,1690964780
471,la sarre,48.8002,-79.1996,9.520000000000039,70,98,2.36,CA,1690964780
472,arkhangel'sk,64.5401,40.5433,24.07000000000005,56,99,0.95,RU,1690964657
473,imbituba,-28.24,-48.6703,17.700000000000045,75,3,2.44,BR,1690964782
474,canutillo,31.9115,-106.6003,30.02000000000004,43,0,3.6,US,1690964688
475,hotan,37.0997,79.9269,35.629999999999995,13,23,6.9,CN,1690964783
476,pailon,-17.65,-62.75,20.5,63,0,2.6,BO,1690964783
477,makushino,55.2103,67.2442,27.27000000000004,38,50,5.12,RU,1690964784
478,nicoya,10.1483,-85.452,23.30000000000001,94,98,1.02,CR,1690964785
479,samana,19.2056,-69.3369,25.5,93,78,1.26,DO,1690964785
480,upata,8.0086,-62.3989,23.439999999999998,99,20,1.57,VE,1690964786
481,webster,42.0501,-71.8801,13.870000000000005,88,2,1.71,US,1690964786
482,mao,39.8885,4.2658,29.310000000000002,79,75,4.63,ES,1690964787
483,hirara,24.8,125.2833,26.920000000000016,100,75,19.03,JP,1690964788
484,churapcha,62.0025,132.4325,17.02000000000004,64,90,3.17,RU,1690964788
485,gebeit,21.0667,36.3167,36.57000000000005,26,41,6.32,SD,1690964789
486,gordonvale,-17.0936,145.7842,22.170000000000016,87,68,3.49,AU,1690964681
487,brisas de zicatela,15.8369,-97.0419,26.83000000000004,83,100,2.08,MX,1690964790
488,noumea,-22.2763,166.4572,17.99000000000001,67,0,6.61,NC,1690964791
489,huicungo,-7.2833,-76.8,19.090000000000032,76,30,0.73,PE,1690964792
490,yuzhno-kurilsk,44.0306,145.8556,21.439999999999998,80,59,1.92,RU,1690964792
491,pursat,12.3333,103.6667,33.81,51,94,2.95,KH,1690964793
492,howrah,22.5892,88.3103,30.0,74,75,6.69,IN,1690964691
493,asaita,11.5636,41.4394,33.77000000000004,43,37,6.09,ET,1690964795
494,scottburgh,-30.2867,30.7532,18.100000000000023,50,0,3.29,ZA,1690964795
495,novo cruzeiro,-17.4681,-41.8753,13.200000000000045,94,54,1.49,BR,1690964796
496,sinop,41.7711,34.8709,26.610000000000014,53,10,2.19,TR,1690964797
497,tulun,54.5611,100.5792,28.07000000000005,44,100,0.92,RU,1690964797
498,clisson,47.0871,-1.2829,18.33000000000004,82,81,9.41,FR,1690964798
499,sao tome,0.3365,6.7273,25.02000000000004,78,75,1.03,ST,1690964798
500,kirensk,57.7853,108.1119,26.870000000000005,31,22,4.4,RU,1690964799
501,aneho,6.2333,1.6,26.110000000000014,82,99,5.07,TG,1690964800
502,chebba,35.2372,11.115,29.760000000000048,45,0,2.07,TN,1690964800
503,orhaneli,39.9033,28.9906,28.810000000000002,41,0,2.04,TR,1690964801
504,ramos arizpe,25.55,-100.9667,21.640000000000043,62,3,1.59,MX,1690964801
505,daxing,39.7214,116.3292,30.980000000000018,78,61,5.23,CN,1690964631
506,victorica,-36.2151,-65.4359,11.700000000000045,50,6,4.42,AR,1690964803
507,witnica,52.6732,14.8977,20.200000000000045,63,20,4.92,PL,1690964803
508,tarawa,1.419,172.984,29.05000000000001,70,75,2.06,KI,1690964804
509,zhuanghe,39.7008,122.9911,27.180000000000007,76,59,5.3,CN,1690964804
510,baise city,23.8997,106.6133,29.890000000000043,84,100,2.78,CN,1690964805
511,dahab,28.501,34.5134,34.54000000000002,38,0,3.11,EG,1690964806
512,nobeoka,32.5833,131.6667,29.07000000000005,73,14,2.82,JP,1690964806
513,kropachevo,55.0112,57.9896,23.390000000000043,53,5,1.66,RU,1690964807
514,katsuura,35.1333,140.3,27.879999999999995,82,64,6.29,JP,1690964808
515,arvayheer,46.2639,102.775,22.379999999999995,50,95,1.3,MN,1690964808
516,cibla,56.55,27.8833,19.420000000000016,89,100,4.82,LV,1690964809
517,eisen,36.8217,128.6308,31.140000000000043,71,100,1.67,KR,1690964809
518,alesund,62.4723,6.1549,18.28000000000003,84,75,1.54,NO,1690964577
519,jumla,29.2747,82.1838,19.420000000000016,95,100,1.57,NP,1690964811
520,quiberon,47.4841,-3.1196,17.890000000000043,84,99,8.05,FR,1690964811
521,flin flon,54.7682,-101.865,14.28000000000003,82,32,2.36,CA,1690964812
522,la'ie,21.6477,-157.9253,25.980000000000018,77,81,0.45,US,1690964813
523,hilo,19.7297,-155.09,22.920000000000016,96,100,3.58,US,1690964813
524,edson,53.5835,-116.4356,13.080000000000041,82,40,1.54,CA,1690964814
525,mar del plata,-38.0023,-57.5575,11.080000000000041,63,0,0.0,AR,1690964814
526,saint-francois,46.4154,3.9054,23.689999999999998,53,100,4.63,FR,1690964815
527,island harbour,50.724,-1.2758,18.350000000000023,86,27,2.68,GB,1690964816
528,nalgonda,17.05,79.2667,31.160000000000025,56,100,9.2,IN,1690964816
529,tocopilla,-22.092,-70.1979,16.30000000000001,70,34,1.45,CL,1690964817
530,st. john's,47.5649,-52.7093,15.990000000000009,94,100,2.57,CA,1690964688
531,papao,-17.75,-149.55,24.810000000000002,74,96,5.12,PF,1690964818
532,spassk,52.747,87.7545,28.439999999999998,40,19,1.55,RU,1690964819
533,antonio enes,-16.2325,39.9086,23.360000000000014,70,100,7.03,MZ,1690964819
534,bichura,50.5881,107.6022,20.350000000000023,93,100,2.56,RU,1690964820
535,guixi,28.2886,117.2133,33.69,59,18,2.7,CN,1690964821
536,esmeraldas,-19.7625,-44.3139,14.480000000000018,84,0,1.78,BR,1690964822
537,sibut,5.718,19.0739,25.650000000000034,78,93,1.14,CF,1690964822
538,sawakin,19.1059,37.3321,38.55000000000001,37,5,3.55,SD,1690964823
539,birobidzhan,48.8,132.95,26.810000000000002,69,69,3.44,RU,1690964823
540,sola,-13.8833,167.55,24.650000000000034,73,83,12.05,VU,1690964824
541,san carlos,9.6612,-68.5827,21.980000000000018,97,1,0.85,VE,1690964711
542,keren,15.7778,38.4581,23.29000000000002,72,83,2.31,ER,1690964825
543,port isabel,26.0734,-97.2086,27.810000000000002,86,0,2.06,US,1690964823
544,smara,26.7384,-11.6719,22.77000000000004,60,0,6.71,EH,1690964827
545,rabak,13.1809,32.74,26.890000000000043,70,100,5.1,SD,1690964827
546,luganville,-15.5333,167.1667,22.730000000000018,76,83,4.81,VU,1690964828
547,bejaia,36.7559,5.0843,28.600000000000023,70,20,2.06,DZ,1690964829
548,springs,-26.25,28.4,11.29000000000002,80,0,3.49,ZA,1690964829
549,evanston,42.0411,-87.6901,22.27000000000004,71,20,2.57,US,1690964830
550,aginskoye,51.1,114.53,31.950000000000045,24,97,6.85,RU,1690964830
551,muncar,-8.4333,114.3333,27.640000000000043,68,0,3.05,ID,1690964831
552,villa regina,-39.1,-67.0667,10.550000000000011,22,0,2.18,AR,1690964832
553,tinajo,29.0788,-13.7081,22.49000000000001,73,40,8.75,ES,1690964832
554,labasa,-16.4167,179.3833,23.260000000000048,91,100,4.2,FJ,1690964833
555,qusmuryn,52.4503,64.6311,29.260000000000048,43,4,6.64,KZ,1690964834
556,lethbridge,49.7,-112.8186,18.689999999999998,58,0,1.03,CA,1690964697
557,weno,7.4515,151.8468,28.970000000000027,84,100,2.06,FM,1690964835
558,villa gesell,-37.2639,-56.973,12.810000000000002,68,100,2.95,AR,1690964836
559,puerto leguizamo,-0.1934,-74.7819,18.189999999999998,99,86,0.66,CO,1690964836
560,tarumovka,44.0761,46.5361,36.83000000000004,21,1,6.8,RU,1690964837
561,altai,46.3722,96.2583,19.970000000000027,48,90,7.59,MN,1690964837
562,dalyellup,-33.3986,115.6168,9.490000000000009,92,100,10.76,AU,1690964428
563,santa maria del rio,21.8,-100.75,15.740000000000009,95,80,1.11,MX,1690964429
564,ta`u,-14.2336,-169.5144,27.480000000000018,78,82,6.4,AS,1690964430
565,kolyvan',55.3053,82.7391,28.79000000000002,37,1,1.19,RU,1690964431
566,piui,-20.4653,-45.9581,13.580000000000041,68,0,0.39,BR,1690964432
567,san luis,-33.295,-66.3356,16.260000000000048,59,1,1.8,AR,1690964432
568,dryden,49.7833,-92.7503,18.160000000000025,94,0,2.06,CA,1690964433
569,rouissat,31.9243,5.3502,35.04000000000002,29,0,5.14,DZ,1690964434
570,ayancik,41.9447,34.5861,24.650000000000034,71,3,1.9,TR,1690964434
571,kulhudhuffushi,6.6221,73.07,28.200000000000045,75,100,6.06,MV,1690964435
572,caleta de carquin,-11.0925,-77.6267,18.470000000000027,86,59,3.49,PE,1690964436
573,ulladulla,-35.35,150.4667,15.120000000000005,74,1,5.48,AU,1690964436
574,hirekerur,14.4667,75.3833,26.260000000000048,70,99,9.59,IN,1690964437
575,jisr ash shughur,35.8143,36.3206,33.77000000000004,39,0,6.04,SY,1690964438
